localhost:9200/cloplag_lo_lmjelinekmercer/src, norm: 2, 4-ngram = false, DFS=false
guessword$0_orig$GuessWord.java,5
guessword$1_artifice$GuessWord.java,1
guessword$test_0_orig_no_krakatau$GuessWord.java,4
guessword$test_0_orig_no_procyon$GuessWord.java,5
guessword$test_0_orig_pg_krakatau$GuessWord.java,4
guessword$test_0_orig_pg_procyon$GuessWord.java,5
guessword$test_1_artifice_no_krakatau$GuessWord.java,4
guessword$test_1_artifice_no_procyon$GuessWord.java,5
guessword$test_1_artifice_pg_krakatau$GuessWord.java,4
guessword$test_1_artifice_pg_procyon$GuessWord.java,5
hanoi$0_orig$Main.java,6
hanoi$1_artifice$Main.java,2
hanoi$test_0_orig_no_krakatau$Main.java,5
hanoi$test_0_orig_no_procyon$Main.java,7
hanoi$test_0_orig_pg_krakatau$Main.java,6
hanoi$test_0_orig_pg_procyon$Main.java,5
hanoi$test_1_artifice_no_krakatau$Main.java,3
hanoi$test_1_artifice_no_procyon$Main.java,4
hanoi$test_1_artifice_pg_krakatau$Main.java,6
hanoi$test_1_artifice_pg_procyon$Main.java,5
InfixConverter$0_orig$InfixConverter.java,5
InfixConverter$1_artifice$InfixConverter.java,4
InfixConverter$test_0_orig_no_krakatau$InfixConverter.java,4
InfixConverter$test_0_orig_no_procyon$InfixConverter.java,6
InfixConverter$test_0_orig_pg_krakatau$InfixConverter.java,4
InfixConverter$test_0_orig_pg_procyon$InfixConverter.java,6
InfixConverter$test_1_artifice_no_krakatau$InfixConverter.java,4
InfixConverter$test_1_artifice_no_procyon$InfixConverter.java,6
InfixConverter$test_1_artifice_pg_krakatau$InfixConverter.java,4
InfixConverter$test_1_artifice_pg_procyon$InfixConverter.java,6
intersection$0_orig$Intersection.java,5
intersection$1_artifice$Intersection.java,2
intersection$test_0_orig_no_krakatau$Intersection.java,5
intersection$test_0_orig_no_procyon$Intersection.java,4
intersection$test_0_orig_pg_krakatau$Intersection.java,5
intersection$test_0_orig_pg_procyon$Intersection.java,4
