localhost:9200/cloplag_hi_ngram_dfr/src, norm: 0, 4-ngram = true, DFS=true
guessword$0_orig$GuessWord.java,0
guessword$1_artifice$GuessWord.java,0
guessword$test_0_orig_no_krakatau$GuessWord.java,0
guessword$test_0_orig_no_procyon$GuessWord.java,0
guessword$test_0_orig_pg_krakatau$GuessWord.java,0
guessword$test_0_orig_pg_procyon$GuessWord.java,0
guessword$test_1_artifice_no_krakatau$GuessWord.java,0
guessword$test_1_artifice_no_procyon$GuessWord.java,0
guessword$test_1_artifice_pg_krakatau$GuessWord.java,0
guessword$test_1_artifice_pg_procyon$GuessWord.java,0
hanoi$0_orig$Main.java,0
hanoi$1_artifice$Main.java,0
hanoi$test_0_orig_no_krakatau$Main.java,0
hanoi$test_0_orig_no_procyon$Main.java,0
hanoi$test_0_orig_pg_krakatau$Main.java,0
hanoi$test_0_orig_pg_procyon$Main.java,0
hanoi$test_1_artifice_no_krakatau$Main.java,0
hanoi$test_1_artifice_no_procyon$Main.java,0
hanoi$test_1_artifice_pg_krakatau$Main.java,0
hanoi$test_1_artifice_pg_procyon$Main.java,0
InfixConverter$0_orig$InfixConverter.java,4
InfixConverter$1_artifice$InfixConverter.java,4
InfixConverter$test_0_orig_no_krakatau$InfixConverter.java,4
InfixConverter$test_0_orig_no_procyon$InfixConverter.java,4
InfixConverter$test_0_orig_pg_krakatau$InfixConverter.java,4
InfixConverter$test_0_orig_pg_procyon$InfixConverter.java,4
InfixConverter$test_1_artifice_no_krakatau$InfixConverter.java,4
InfixConverter$test_1_artifice_no_procyon$InfixConverter.java,4
InfixConverter$test_1_artifice_pg_krakatau$InfixConverter.java,4
InfixConverter$test_1_artifice_pg_procyon$InfixConverter.java,4
intersection$0_orig$Intersection.java,0
intersection$1_artifice$Intersection.java,0
intersection$test_0_orig_no_krakatau$Intersection.java,0
intersection$test_0_orig_no_procyon$Intersection.java,0
intersection$test_0_orig_pg_krakatau$Intersection.java,0
intersection$test_0_orig_pg_procyon$Intersection.java,0
intersection$test_1_artifice_no_krakatau$Intersection.java,0
intersection$test_1_artifice_no_procyon$Intersection.java,0
intersection$test_1_artifice_pg_krakatau$Intersection.java,0
intersection$test_1_artifice_pg_procyon$Intersection.java,0
kaprekar$0_orig$Kaprekar_Transformation.java,0
kaprekar$1_artifice$Kaprekar_Transformation.java,0
kaprekar$test_0_orig_no_krakatau$Kaprekar_Transformation.java,0
kaprekar$test_0_orig_no_procyon$Kaprekar_Transformation.java,0
kaprekar$test_0_orig_pg_krakatau$Kaprekar_Transformation.java,0
kaprekar$test_0_orig_pg_procyon$Kaprekar_Transformation.java,0
kaprekar$test_1_artifice_no_krakatau$Kaprekar_Transformation.java,0
kaprekar$test_1_artifice_no_procyon$Kaprekar_Transformation.java,0
kaprekar$test_1_artifice_pg_krakatau$Kaprekar_Transformation.java,0
kaprekar$test_1_artifice_pg_procyon$Kaprekar_Transformation.java,0
queens$0_orig$EightQueens.java,6
queens$1_artifice$EightQueens.java,6
queens$test_0_orig_no_krakatau$EightQueens.java,5
queens$test_0_orig_no_procyon$EightQueens.java,6
queens$test_0_orig_pg_krakatau$EightQueens.java,5
queens$test_0_orig_pg_procyon$EightQueens.java,6
queens$test_1_artifice_no_krakatau$EightQueens.java,5
queens$test_1_artifice_no_procyon$EightQueens.java,6
queens$test_1_artifice_pg_krakatau$EightQueens.java,5
queens$test_1_artifice_pg_procyon$EightQueens.java,6
SqrtAlgorithm$0_orig$SqrtAlgorithm.java,0
SqrtAlgorithm$1_artifice$SqrtAlgorithm.java,0
SqrtAlgorithm$test_0_orig_no_krakatau$SqrtAlgorithm.java,0
SqrtAlgorithm$test_0_orig_no_procyon$SqrtAlgorithm.java,0
SqrtAlgorithm$test_0_orig_pg_krakatau$SqrtAlgorithm.java,0
SqrtAlgorithm$test_0_orig_pg_procyon$SqrtAlgorithm.java,0
SqrtAlgorithm$test_1_artifice_no_krakatau$SqrtAlgorithm.java,0
SqrtAlgorithm$test_1_artifice_no_procyon$SqrtAlgorithm.java,0
SqrtAlgorithm$test_1_artifice_pg_krakatau$SqrtAlgorithm.java,0
SqrtAlgorithm$test_1_artifice_pg_procyon$SqrtAlgorithm.java,0
square$0_orig$MagicSquare.java,0
square$1_artifice$MagicSquare.java,0
square$test_0_orig_no_krakatau$MagicSquare.java,0
square$test_0_orig_no_procyon$MagicSquare.java,0
square$test_0_orig_pg_krakatau$MagicSquare.java,0
square$test_0_orig_pg_procyon$MagicSquare.java,0
square$test_1_artifice_no_krakatau$MagicSquare.java,0
square$test_1_artifice_no_procyon$MagicSquare.java,0
square$test_1_artifice_pg_krakatau$MagicSquare.java,0
square$test_1_artifice_pg_procyon$MagicSquare.java,0
triangle$0_orig$PointInTriangle.java,0
triangle$1_artifice$PointInTriangle.java,0
triangle$test_0_orig_no_krakatau$PointInTriangle.java,0
triangle$test_0_orig_no_procyon$PointInTriangle.java,0
triangle$test_0_orig_pg_krakatau$PointInTriangle.java,0
triangle$test_0_orig_pg_procyon$PointInTriangle.java,0
triangle$test_1_artifice_no_krakatau$PointInTriangle.java,0
triangle$test_1_artifice_no_procyon$PointInTriangle.java,0
triangle$test_1_artifice_pg_krakatau$PointInTriangle.java,0
triangle$test_1_artifice_pg_procyon$PointInTriangle.java,0
union$0_orig$Union.java,0
union$1_artifice$Union.java,0
union$test_0_orig_no_krakatau$Union.java,0
union$test_0_orig_no_procyon$Union.java,0
union$test_0_orig_pg_krakatau$Union.java,0
union$test_0_orig_pg_procyon$Union.java,0
union$test_1_artifice_no_krakatau$Union.java,0
union$test_1_artifice_no_procyon$Union.java,0
union$test_1_artifice_pg_krakatau$Union.java,0
union$test_1_artifice_pg_procyon$Union.java,0
