ib_ll_df_h1,0.844
ib_ll_df_h2,0.828
ib_ll_df_h3,0.852
ib_ll_df_no,0.677
ib_ll_df_z,0.716
ib_ll_ttf_h1,0.83
ib_ll_ttf_h2,0.827
ib_ll_ttf_h3,0.851
ib_ll_ttf_no,0.573
ib_ll_ttf_z,0.666
ib_spl_df_h1,0.838
ib_spl_df_h2,0.819
ib_spl_df_h3,0.844
ib_spl_df_no,0.651
ib_spl_df_z,0.71
ib_spl_ttf_h1,0.819
ib_spl_ttf_h2,0.802
ib_spl_ttf_h3,0.831
ib_spl_ttf_no,0.587
ib_spl_ttf_z,0.669
